x,y,z,g
6.22437107,-47.18535767,6.38056845,191
5.75774204,-47.1615921,6.42803663,191
5.29266846,-42.76022491,5.62934774,184
5.29371368,-58.38722441,8.64985603,210
4.86601746,-55.59565196,8.15808624,206
2.77595245,-45.9446579,6.52884573,192
0.67059814,-58.12503276,9.12548584,214
0.48611938,-44.10863647,6.43709558,191
-1.00476349,-53.33980045,8.39456982,208
-1.11332977,-53.05363665,8.3519482,207
-2.69317902,-48.45932922,7.64925808,201
-2.77428663,-48.20904694,7.61050552,201
-2.84850538,-47.97393188,7.57428879,201
-2.93420685,-47.76767883,7.54462093,200
-1.71235168,-30.03791962,-0.0326696,137
-2.18314636,-30.77618561,-0.04363447,137
12.05079376,-57.48907313,9.32922405,215
10.96457397,-58.36376021,9.64149326,218
9.79588806,-56.04412279,9.23163647,215
8.80006897,-54.46154985,8.97360558,212
6.89036285,-44.08719025,6.7962026,194
5.61221039,-43.97171936,6.90785402,195
5.15295898,-43.44078979,6.83633608,195
2.89353668,-45.83308563,7.64138264,201
-2.70437086,-48.3474823,8.89173931,212
-2.40272749,-45.24990234,8.14418167,205
-7.71525097,-33.20997772,6.12810129,188
-7.84116638,-32.96440277,6.09204954,188
9.28927338,-36.20707855,-0.8731586,130
9.06937134,-36.53299866,-0.84068218,130
8.95213806,-36.71978149,-0.82409541,130
8.77600586,-36.94100342,-0.79837957,130
8.54343903,-37.31849823,-0.7664043,130
8.41949951,-37.48891602,-0.74925342,131
8.22635376,-37.72763977,-0.72252193,131
-1.63354767,-31.08184967,0.51577705,141
-1.59419525,-29.75549469,0.5294227,141
-2.21014679,-31.35236511,0.54681963,141
8.35113251,-46.92082367,8.50676674,209
8.30273163,-53.59088383,10.2873587,224
4.48705017,-42.14634094,7.64048714,201
4.41627991,-54.29689989,10.89539665,229
3.11312592,-43.93310699,8.27379745,207
1.50230133,-46.8660675,9.24822086,215
-1.77507294,-45.34911499,9.25631947,215
-0.52918518,-30.07073364,5.03017611,179
-1.75084961,-32.3060318,1.15019602,147
-4.04927338,-39.73934326,1.47124189,149
-2.36815918,-32.60273132,1.20022959,147
-4.52190626,-38.83901367,1.48444838,149
8.58213531,-55.39115367,12.29466003,240
7.41924011,-57.12492595,12.94038528,246
4.24317657,-45.67151794,9.79073471,219
3.96220886,-44.08040771,9.33633369,216
3.91573059,-46.29613647,10.01810974,221
3.24306213,-46.67061005,10.21048874,223
2.66145813,-47.20134888,10.44105667,225
1.55797302,-48.10667572,10.8517794,228
0.9879657,-45.75390015,10.20486778,223
5.26887238,-35.42079315,1.22248835,147
5.17249023,-35.18934021,1.22269339,147
4.28936493,-41.5422226,9.57071251,218
3.34028351,-44.32496796,10.63746208,227
2.26825439,-44.10730133,10.69225258,227
10.63493073,-57.92914031,4.80893034,177
9.87866699,-57.95537791,4.90308184,178
7.61716187,-58.42315123,5.22822565,181
7.48592102,-58.65830824,5.27220339,181
3.17717468,-58.35729442,5.73057074,185
-3.80748213,-45.67491302,4.94390768,179
-7.39081109,-33.30349884,10.3442263,224
9.96687805,-56.36968431,6.21283239,189
8.96915924,-55.5855125,6.20396227,189
8.28370392,-54.98426256,6.18796152,189
7.84200775,-53.63501177,6.02590364,188
6.73959076,-56.83341441,6.65436834,193
5.30022156,-45.3199707,5.00857252,179
4.51772034,-44.69523773,4.99973291,179
2.79085266,-50.14483032,6.05129999,188
2.35046112,-42.96805725,4.97361177,179
2.04368317,-50.22794495,6.14913935,189
0.42944061,-46.84560547,5.79921335,186
-1.38319672,-52.44925127,6.88277906,195
-2.22127808,-49.96589813,6.58592886,192
-2.30987013,-49.7073761,6.55516619,192
-2.396922,-49.44882355,6.52418608,192
-2.48523939,-49.20951996,6.49638838,192
-2.56939161,-48.95450745,6.46565432,191
-2.65639771,-48.72659454,6.43949121,191
-2.74318159,-48.50627289,6.41449636,191
-3.21890486,-47.13316498,6.25114531,190
-3.66227997,-45.87389526,6.10254187,188
-1.00607574,-31.44578705,3.53711599,167
-3.8612851,-31.00208435,3.78051466,169
12.39926636,-59.25462562,6.66699404,193
9.40313446,-54.48776445,6.2348432,189
9.01413452,-54.75896654,6.32447905,190
7.54459106,-55.6679481,6.64378351,193
7.10627472,-57.06032,6.92194647,195
5.64874756,-43.7352005,4.91217035,178
6.34680759,-54.924265,6.66060156,193
5.01200592,-48.74698792,5.80509371,186
3.96751892,-44.993013,5.31307215,182
3.37195312,-48.91750488,6.02424616,188
2.87485229,-49.56464539,6.18808836,189
-1.29052246,-52.68113909,7.193335,197
-1.58936584,-51.8530756,7.09439129,197
-1.7767514,-51.28774509,7.02504677,196
-1.88544739,-51.08769379,7.00571198,196
-0.86055267,-42.93023071,5.5491857,184
-2.05700195,-50.48809967,6.92892355,195
-2.40391815,-49.46266327,6.80424589,194
-2.49476851,-49.24790344,6.78006357,194
-1.10505188,-31.64891968,3.74010748,168
-6.98953498,-35.63096008,5.13095087,180
-7.09040344,-35.29463348,5.08980364,180
12.98782837,-57.99560771,7.99345917,204
9.63192474,-53.88337908,7.54164356,200
6.3965131,-47.97404633,6.72569841,194
5.2626239,-55.24151812,8.30608791,207
4.86054718,-55.78671489,8.46098846,208
4.57875549,-55.88515697,8.51340431,209
4.14519989,-46.69632874,6.72839159,194
3.98660004,-49.57481537,7.32163662,199
3.13389313,-48.02747498,7.11286777,197
2.08777344,-44.39873657,6.51180166,192
-1.2867688,-52.5772191,8.5602507,209
-0.5865506,-45.6552597,7.0923962,197
-2.81045807,-48.10064087,7.86497921,203
-2.89122999,-47.87081299,7.82944149,203
-2.97036255,-47.65766296,7.79782433,203
-3.04730452,-47.42368469,7.76103443,202
-0.77549255,-30.26610718,4.05615992,171
-6.57710922,-36.62399445,6.1119842,188
-6.66492379,-36.40091095,6.08159441,188
7.29844391,-31.94150696,-0.95846573,129
6.99780762,-32.22896729,-0.92126862,129
-2.1638974,-31.40608368,0.13550896,138
-1.7278241,-29.51239166,0.1841268,139
9.77434265,-56.15939555,9.51362461,217
7.21119415,-46.66423187,7.55049271,201
6.34023869,-47.03283081,7.73261208,202
3.63637268,-58.57239369,10.77119202,228
3.02615082,-48.76644287,8.52276272,209
-0.14367188,-45.63540802,8.17773956,206
-2.56743849,-46.00613556,8.59134716,209
-0.8734082,-30.84950409,4.79831881,177
-8.59733111,-30.66700134,6.00345892,187
9.95983612,-39.05336914,-0.81701387,130
9.41212189,-40.03215942,-0.73694435,131
9.25829041,-40.17051849,-0.7140328,131
-1.96592224,-31.51869354,0.72997278,143
-2.2561673,-31.82674561,0.7489242,143
-2.63700331,-32.62281189,0.77103418,143
2.83825409,-45.44429169,8.90742439,212
2.59861481,-46.92271576,9.34216827,216
1.42348206,-47.43979797,9.63047451,218
-2.52859724,-48.43282471,10.44136185,225
-6.34681976,-36.94119415,7.94963688,204
3.89666473,-40.5563446,0.93803829,145
3.27779114,-40.8884903,1.01837248,145
-2.03080261,-43.77559052,1.64817995,151
-3.07566345,-48.31521759,1.85520524,153
-2.69880188,-43.46920166,1.70499343,151
-3.52206696,-46.9838501,1.86627931,153
-3.59020508,-46.75426636,1.86708325,153
-2.98423231,-43.39206085,1.72994966,152
-3.8777107,-45.9766098,1.87517041,153
-2.57954634,-32.57821045,1.42101997,149
-2.2457608,-30.77079926,1.34446663,148
5.09213745,-46.29571686,10.07684464,222
-4.89838255,-41.00179443,9.84906715,220
-7.90633655,-32.41760406,7.86691803,203
4.44600403,-41.70862732,9.76661629,219
-3.63644636,-46.23214874,4.1259746,172
-3.70996321,-46.04146729,4.11598486,172
-3.76626814,-45.75925598,4.09578604,171
7.78799927,-57.7795814,5.41274446,182
6.29342472,-47.13057861,4.22918123,173
-3.40300978,-46.67154846,5.3004846,182
-3.4794792,-46.45609436,5.28183455,181
-3.62642134,-46.0699707,5.24952978,181
-3.69255293,-45.85827789,5.23039145,181
-1.17068756,-31.07112274,3.04811472,163
-1.00705231,-30.22381744,2.92090386,162
-2.52090681,-30.12140045,3.08061308,163
-8.66789526,-29.83835754,9.65949577,218
-8.69586844,-29.6356369,9.59263271,218
11.79813873,-58.57115767,5.47166437,183
11.0913974,-58.15373836,5.47923464,183
8.80031311,-56.10363994,5.41260141,182
4.37547791,-58.13055263,6.08518785,188
-1.6243161,-32.45245514,3.21636576,164
-2.62434614,-30.58484802,3.06295008,163
-7.00436676,-35.71300659,4.16186708,172
13.90617859,-57.42247221,6.69213671,193
5.67208588,-45.08178864,5.30652899,182
5.2431308,-48.39146576,5.90389818,187
0.72113525,-58.28909895,7.99547047,204
-0.04893768,-46.18325958,6.02254862,188
-2.53313673,-49.03199921,6.74701971,194
-0.99309052,-30.66166077,3.49907965,166
13.11952698,-57.36166594,8.31453651,207
10.91252625,-57.14486918,8.43825764,208
10.79887878,-57.35004649,8.489263,208
4.81236755,-58.53073332,9.23549122,215
4.19993317,-49.19873199,7.37345642,199
3.46064484,-47.8736969,7.16847652,197
3.23271667,-46.35541687,6.87744612,195
2.20558655,-43.63237152,6.41447824,191
1.91486084,-43.36122284,6.38685793,191
-0.50606049,-46.03359375,7.17594952,197
-3.44275177,-46.08201752,7.49732346,200
-8.8814762,-30.06006775,4.99175257,179
7.89464294,-34.24124298,-0.90513818,129
7.71936523,-34.37191925,-0.88681474,129
7.34067261,-34.58201752,-0.84591594,130
7.09273254,-34.73890076,-0.82063356,130
6.9044696,-34.80594788,-0.79972043,130
-2.18448151,-31.74041138,0.0956344,138
5.30045807,-44.68311462,7.43991608,200
4.93403351,-54.76365099,9.91233772,220
3.67450439,-42.44226227,7.04083199,196
3.5556842,-47.64824829,8.31305641,207
2.67417633,-44.46473083,7.62425465,201
-1.25355042,-52.10655413,9.87450928,220
-1.62065399,-45.75154266,8.38165039,207
-2.61300886,-48.25210724,9.09518856,214
-6.10872949,-37.83001862,7.04995007,196
-3.69290388,-35.63112793,0.77970976,143
8.21246826,-56.13020549,11.50991196,234
5.98871433,-46.43698273,8.98227257,213
5.82322514,-45.90230713,8.84651703,211
3.26757538,-41.33204041,7.79313034,203
2.5184375,-46.64055786,9.35041088,216
2.24600708,-48.52021942,9.90299553,220
2.13787567,-48.18618164,9.82065529,220
-2.6364621,-48.12661896,10.33156914,224
-6.152259,-37.52919922,7.90408463,203
-2.94333113,-48.54696045,1.87588567,153
-2.31285322,-43.87256775,1.69367856,151
6.86065399,-45.26959381,9.74458164,219
2.95420563,-45.5262619,10.16015953,222
2.71101868,-48.39883575,11.09768242,230
-4.73447645,-41.48657379,9.83417362,220
-6.07574356,-37.65909729,8.86956257,212
-7.53660095,-33.5070282,7.88943714,203
2.85062134,-43.70114288,10.70965523,227
2.74401581,-43.8599411,10.7766642,228
-6.08138574,-37.28293762,9.70781273,219
8.71713745,-57.23094401,4.06086344,171
9.25007355,-53.43936357,6.57229799,192
8.90140259,-53.89019976,6.657484,193
8.37524139,-53.06467638,6.53708548,192
6.70226013,-46.66536102,5.52961153,184
7.78732788,-57.54242167,7.29651875,198
5.26040375,-42.68117676,4.91487402,178
5.1706897,-47.23146973,5.67142099,185
-2.67771376,-48.68346558,6.17676443,189
-2.92087782,-48.02442322,6.07668776,188
-3.15243805,-47.35485992,5.97417444,187
-3.51947248,-46.30690918,5.81401724,186
-3.40555037,-30.37625275,3.18171591,164
1.38108551,-29.74673615,-0.68528238,131
1.24960052,-29.59063873,-0.6722776,131
7.29556763,-44.96873627,6.31169504,190
5.71701538,-46.57408295,6.67840857,193
5.48637878,-48.00335846,6.97299522,196
2.72997009,-57.92920897,9.0626759,213
-0.76562012,-42.82075653,6.14382357,189
-2.06744659,-50.2910553,7.70017857,202
-2.25023115,-49.79313812,7.60716671,201
-2.33874739,-49.52919922,7.55769676,201
-2.58401716,-48.83937988,7.42938942,199
-2.66598022,-48.60033569,7.38449329,199
-2.74110687,-48.3511673,7.33773083,199
-0.53686798,-30.9918457,3.75691122,169
-1.2442807,-29.78387604,3.54818624,167
-6.79707611,-36.27687988,5.12390608,180
11.42167389,-56.60634074,10.08933968,222
10.6785022,-57.57589552,10.33221001,224
5.23679077,-45.40482483,7.56185478,201
4.40826141,-46.12629089,7.75730747,202
3.59888184,-43.983461,7.27152008,198
3.08426392,-45.29213867,7.60010857,201
2.89173615,-43.27665863,7.12649578,197
0.58871948,-43.28903351,7.21579594,198
-2.04886902,-50.15602264,8.9640097,212
-6.47909463,-36.89510498,6.09436697,188
-2.0889386,-31.10102234,0.31739229,140
-1.66352356,-29.64806519,0.328062,140
-3.65341413,-35.38694916,0.28029436,139
-3.79778564,-35.59018097,0.27713436,139
6.2985593,-55.74296031,11.50446457,234
6.23546421,-56.80607066,11.79881424,236
5.07506287,-45.65674744,8.75882858,211
-1.58944214,-45.5980545,9.00467724,213
-2.00757874,-46.08103333,9.15913624,214
-2.25973738,-44.97792969,8.87060684,212
-0.82800568,-31.15771637,5.01254076,179
6.25476658,-35.49234924,0.80663294,144
-3.12370575,-37.50196991,1.08616537,146
-3.60890472,-36.63967285,1.05932516,146
-3.54484022,-36.17995605,1.04583878,146
-3.791201,-35.97571716,1.0380835,146
1.61219513,-43.52386627,9.35925144,216
0.69475281,-46.04277191,10.18925041,223
-0.50246704,-31.28714905,5.65150541,184
0.27857697,-57.96812663,3.06743711,163
-0.61226929,-54.79429827,2.90055913,161
-3.68520582,-46.34006653,2.4483735,158
-1.8677243,-32.31875,1.5571608,150
-5.43280638,-40.82478485,2.11937207,155
1.42251312,-45.4125,11.13144249,231
-4.44206083,-42.23729095,10.40947861,225
5.13935577,-42.77158508,2.97545618,162
0.82778656,-59.32195079,4.68262953,176
11.8563205,-55.31642351,5.34380239,182
-3.28629578,-47.09757385,4.77747816,177
-3.5034436,-46.47554169,4.70282549,177
-1.62832916,-30.61283264,2.57915658,159
12.43082916,-55.94021831,6.60055822,192
10.06189453,-53.47831163,6.32338518,190
8.95760834,-53.51929674,6.38761515,191
9.48061096,-57.86499248,7.06560844,196
6.6749469,-53.57241259,6.51725191,192
5.29584229,-47.10596619,5.54120249,184
3.42935669,-49.42829285,6.02066607,188
2.47903931,-48.96875153,5.99900526,187
-2.86020935,-48.20031891,6.18378538,189
-3.23528564,-47.10261688,6.0285148,188
-3.44425476,-46.46888885,5.93834776,187
-0.78605164,-30.35402069,3.16635984,164
6.80103027,-48.00894318,6.78624147,194
4.44463837,-46.51386414,6.61117167,193
4.07362854,-45.12508545,6.35549826,190
-2.82162703,-48.12129364,7.36761517,199
-3.33655823,-46.60476837,7.10313839,197
-2.44183624,-29.98263702,3.77149195,169
-1.78373993,-29.68168793,-0.04847818,137
10.35682404,-55.55536876,9.59546322,218
9.25132477,-56.95265422,9.96871895,221
3.38610565,-43.89177856,7.18733257,197
2.84338104,-46.5576416,7.84481377,203
-2.01246155,-29.76704559,4.25335592,173
-6.73600257,-36.13740692,6.14567751,189
6.48602116,-34.33345947,0.0341596,137
-1.71106232,-29.46849976,0.47628826,141
-3.99215973,-35.78280029,0.45631308,141
6.93774902,-46.86320648,8.87864346,212
6.0773679,-56.99733195,11.67271942,235
-0.36635864,-45.94165955,9.04269165,213
-8.19103528,-31.77913055,6.06436152,188
6.08068668,-34.86841736,0.74654955,143
-3.2123822,-43.35888062,1.38399071,149
-3.10363997,-39.09234009,1.27567142,148
-3.56313551,-38.2730423,1.26556915,148
-3.79234541,-38.173349,1.2680077,148
-3.86789167,-36.35026703,1.22032398,147
-4.16552198,-36.97272644,1.24281162,147
-2.32453382,-30.87532959,1.04198879,146
7.97326385,-58.43235621,13.61046738,252
1.78802216,-45.20409546,9.82518047,220
-5.10666502,-40.51268921,8.98355621,213
-6.46628845,-36.63676605,7.98394817,204
-0.09034241,-56.59383616,3.00486177,162
-3.93956268,-45.6466156,2.54428452,158
-2.41780317,-30.81152496,1.61134333,150
4.81765472,-43.02285156,10.0420546,221
3.89345276,-42.02063904,9.73833794,219
3.1232196,-44.03344879,10.48462433,225
1.8064624,-45.8665329,11.20839066,231
-4.51037491,-41.90891418,10.41452354,225
-5.17547453,-40.12069855,9.88522858,220
9.16232788,-54.17555437,5.08862108,180
4.04324066,-46.56205139,4.41222757,174
-3.38047255,-46.79931793,4.84593004,178
-1.74347961,-30.37778625,2.6701476,159
11.66972076,-58.41088704,5.79036802,186
10.82304871,-57.16494212,5.69117636,185
10.67388641,-57.97772441,5.82129282,186
9.95351898,-59.21279738,6.06557459,188
6.95480835,-53.69413958,5.55996603,184
6.89438354,-57.68361113,6.13698858,189
5.20573914,-45.33206329,4.52982229,175
3.85608398,-44.86852417,4.59428495,176
-3.02020491,-47.82851563,5.71101278,185
-3.08826721,-47.6050354,5.68608088,185
-3.52654493,-46.36952362,5.55535311,184
-1.17323578,-30.72110901,3.07837385,163
8.67831146,-54.46656284,6.91032404,195
8.43628418,-53.70027361,6.79533094,194
5.44334137,-47.35978851,5.93693632,187
5.07252228,-43.36847076,5.25699133,181
4.12487518,-47.52464447,6.09331984,188
3.81417572,-49.24771271,6.4324283,191
3.45747101,-49.2463089,6.46702951,191
2.62578308,-49.53989563,6.60272497,192
1.91031372,-46.79793701,6.18271154,189
-1.33415497,-52.54968462,7.55175442,201
-1.10891235,-46.31479797,6.41225904,191
-2.49066389,-49.21825562,7.08169502,197
-2.56859863,-48.9710022,7.04634136,196
-2.64665497,-48.75680695,7.01661343,196
-2.72321547,-48.52075348,6.98320335,196
-2.79770887,-48.3024765,6.95240444,195
-3.53239668,-46.22156677,6.66414637,193
-0.23315704,-30.6941391,3.53065294,167
-0.46087921,-30.70851288,3.5588674,167
-7.18267334,-35.08518372,5.14690584,180
-7.25044501,-34.88007507,5.11998934,180
-7.31176293,-34.67289124,5.0925836,180
-1.98002899,-30.04306946,-0.154428,136
-1.86904419,-29.44334564,-0.1241517,136
10.30107605,-58.32911143,9.02184147,213
9.5540744,-56.52694139,8.69826073,210
8.2675296,-54.42215929,8.35674709,207
5.68196594,-46.00538788,6.77675909,194
4.60151398,-43.58804474,6.3565349,190
4.15788757,-49.17735443,7.60522503,201
1.81320679,-48.7344223,7.74576611,202
1.85712158,-45.38243256,7.01836437,196
1.36062347,-46.61950836,7.33701939,199
0.73495972,-44.99614105,7.05435032,196
0.54295837,-43.75218353,6.80675787,194
0.48309814,-43.33045349,6.72304148,194
7.94486725,-36.87203369,-0.76065698,130
7.12428009,-35.76168976,-0.6215817,132
-2.28939283,-31.27076874,0.36417145,140
-2.70407331,-32.08168945,0.36437363,140
8.15263092,-46.63635406,7.84578842,203
6.63195526,-44.96923218,7.55236572,201
6.23325169,-45.18548737,7.6413607,201
5.73375427,-45.37365112,7.73345036,202
4.7953006,-45.58498535,7.87299007,203
4.8333255,-54.60167131,10.14746803,222
4.17474091,-42.65593109,7.19275993,197
-2.26827467,-45.05992279,8.51921696,209
12.28233063,-50.19410095,-0.4693433,133
12.10258972,-50.47631226,-0.44480383,133
-3.95029724,-45.81945953,1.14673418,147
-2.91072309,-32.71726379,0.99103111,145
6.45052158,-45.19670258,8.73721928,210
7.19762146,-56.20084605,11.85955757,237
6.11591923,-46.12884674,9.03533596,213
5.80074131,-56.76015697,12.14630264,239
5.0068866,-45.58655701,8.97800964,212
4.42229187,-41.99994812,7.99193901,204
4.09557831,-43.59921417,8.48728413,208
2.42155945,-46.65315399,9.54626602,217
1.40146362,-43.7688385,8.82150501,211
-1.48150146,-45.95595703,9.80497402,219
-8.13685501,-31.9735733,6.974832,196
6.36466038,-35.75099335,0.89808887,145
4.08662903,-40.58655701,1.31795925,148
3.18110382,-58.93406138,2.08936471,154
2.88728821,-58.49041579,2.10156411,155
-3.75711287,-46.21891937,2.23155946,156
-3.95664442,-45.66251526,2.22553128,156
-3.17577589,-32.78971252,1.64615482,151
-3.38063276,-32.96125946,1.66765923,151
5.11302673,-45.58622894,10.11423248,222
5.05946838,-46.48915253,10.41606087,225
2.15083801,-47.75473938,11.12951988,231
1.68929779,-45.64873657,10.48939842,225
-4.16411055,-43.14520416,10.47426933,225
8.47456848,-58.07777998,3.01711267,162
8.6462146,-57.0565742,4.39808554,174
-0.32095612,-31.62002716,2.53431386,158
-3.82289398,-45.63450775,4.38388056,174
-0.56167877,-31.63955841,2.55957192,158
-1.25291718,-31.98621521,2.66340131,159
-1.81849945,-30.73365936,2.58245915,159
-1.38958252,-29.98002777,0.07909197,138
-2.85769117,-32.44404755,0.05726189,137
-2.36124647,-30.97454224,0.09368032,138
-1.8952359,-29.35455475,0.13816399,138
12.49958527,-56.93064342,8.27637714,207
11.73712646,-57.53016493,8.52285522,209
11.47318756,-58.52716277,8.78434223,211
10.72379791,-56.95258555,8.54197544,209
10.82119476,-58.35266707,8.84163612,211
10.23417389,-55.77569804,8.35146088,207
9.73991119,-56.23543773,8.52722782,209
8.52157318,-53.6109334,8.11966938,205
8.4697467,-54.30532274,8.28285545,207
7.80596649,-55.73850474,8.70301098,210
7.69944489,-57.41067729,9.09361881,214
6.62382233,-54.97192583,8.70847267,210
6.3535062,-53.27106676,8.36690563,207
5.53834259,-57.69961009,9.48273701,217
4.56563293,-55.36728892,9.10618538,214
4.28112518,-54.54439745,8.96509212,212
3.87479889,-46.08697662,7.12979836,197
3.74421417,-44.3328949,6.7557382,194
3.3317691,-49.27060089,7.92577118,204
2.9286853,-45.30885468,7.09809059,197
2.71885406,-41.59975586,6.29852003,190
2.61371338,-41.86307678,6.37352079,191
0.659711,-42.99910126,6.92804903,195
-3.00315369,-47.39866028,8.48158878,208
-0.26614655,-30.6969162,4.31625837,173
-3.8945874,-35.50018463,0.71405119,143
-2.30256165,-30.91848145,0.65525812,142
8.18645203,-47.30628357,7.93699974,204
6.65527069,-44.76259766,7.49496979,200
7.78275024,-57.37385783,10.62479729,226
5.50976288,-43.2288147,7.2629208,198
5.42305481,-46.20705566,8.05475182,205
3.38568604,-43.1316391,7.55827469,201
1.44331085,-47.95761261,9.1225819,214
-5.59311569,-39.3520752,8.04241318,205
-3.19986189,-43.01368103,1.51047367,150
-3.39978254,-43.4294754,1.53752512,150
-3.98488892,-45.35256348,1.62624401,151
-4.78449095,-42.69558105,1.66263002,151
-5.37658203,-40.93919525,1.68361587,151
-2.67898787,-32.68821869,1.2867164,148
6.46733677,-46.43136749,9.1212439,214
5.60547363,-56.6357368,12.30452675,241
2.03832733,-48.24352417,10.34049744,224
-1.74136627,-45.4970871,10.14274734,222
-1.95488251,-46.05973206,10.34669823,224
-7.14128411,-34.72220001,7.96477455,204
-1.4542569,-30.49503479,1.67828506,151
5.34151947,-46.64329681,10.54407066,226
4.83039581,-43.16279755,9.44331688,216
4.12097656,-46.26412354,10.60107559,226
1.98343384,-45.24730072,10.59781593,226
1.31168091,-44.20241699,10.35464806,224
-7.01470459,-34.86196289,8.83936447,211
-1.58790863,-31.73471222,2.34348649,157
-7.19805825,-35.48500214,3.24873442,164
-7.25676263,-35.27222595,3.23394484,164
-7.30805862,-35.05689392,3.21857733,164
-7.4424429,-34.82154236,3.20810122,164
-7.51135159,-34.48592529,3.18172354,164
3.92316162,-44.79444275,11.28420395,232
3.40304291,-44.45285187,11.23784203,231
7.06692993,-57.36352763,4.64756769,176
0.31268799,-57.78612731,5.71066565,185
-2.30946577,-30.51449738,2.87634725,161
11.60732758,-58.46843175,5.59834856,184
8.70878326,-55.97520671,5.67650217,185
5.31914246,-58.07882521,6.51823324,192
3.52882874,-49.89542542,5.55128664,184
2.17139923,-43.00911102,4.71172422,177
-0.5019635,-30.89720306,3.25770086,164
11.41007721,-56.16512523,6.76385683,194
10.10292542,-53.7009531,6.50125402,192
9.64388,-54.16517076,6.6581716,193
8.80522644,-54.96055088,6.93561548,195
6.9434024,-48.11493835,5.9348945,187
6.45812809,-46.66881714,5.73684019,185
5.06939423,-48.8304306,6.35282511,190
4.31533539,-43.6670929,5.49849791,183
4.59251892,-56.42480693,7.84935612,203
4.05574524,-44.97195587,5.78272432,186
3.88711273,-47.12577209,6.2118749,189
3.79129517,-48.18478546,6.42539209,191
1.8970462,-43.55045471,5.84127611,186
-1.86194122,-50.81889496,7.76502365,202
-2.91768921,-47.86552582,7.36785454,199
-3.06508911,-47.40628204,7.30264324,198
-3.54780806,-45.96584473,7.10369915,197
-2.46914137,-30.8906189,-0.12853527,136
-2.03984344,-29.5515152,-0.06932503,136
13.0300647,-57.50148985,7.9428038,204
11.23865234,-57.52137206,8.1818642,206
10.91239655,-58.23149333,8.37396664,207
10.42836487,-58.03875957,8.39656776,208
9.47569763,-56.6935142,8.23926968,206
6.42647373,-47.43003235,6.68899435,193
6.86806213,-53.50940905,7.90992779,203
5.66983521,-46.14391479,6.51728815,192
5.3294574,-42.75956116,5.85040277,186
4.6192981,-58.59834508,9.27364105,215
3.20181,-49.63649139,7.57396358,201
1.1325351,-59.33229231,9.88406319,220
8.25950348,-33.06904755,-0.976535,129
8.09541046,-33.34895477,-0.95183675,129
7.96269714,-33.5599762,-0.93231646,129
7.84832489,-33.82998047,-0.91855493,129
7.65117371,-34.06530914,-0.88828483,129
-2.4027356,-31.53963623,0.41023249,140
-2.35864485,-30.96171722,0.42159981,141
11.99136078,-57.77416835,9.70040745,219
4.94220459,-45.83872375,7.64836926,201
3.46334564,-58.33371184,10.93147606,229
3.02303802,-47.75235901,8.37408966,207
-1.31559265,-52.1637064,10.05769676,222
-3.67724884,-45.36725006,8.72255844,210
10.54142487,-41.20269928,-0.74785438,131
10.50605499,-41.39988861,-0.74020543,131
10.38596832,-41.6166626,-0.71670308,131
10.29937469,-41.99756012,-0.69946876,131
10.00595581,-42.69431458,-0.64317003,132
6.33911716,-34.59073792,-0.00636154,137
-4.18197096,-36.1220871,1.13794798,147
-4.58593977,-35.93591461,1.16010422,147
5.91468632,-46.71141968,8.89243835,212
-0.96720398,-45.45891724,9.48022598,217
10.68863403,-45.11586151,0.29818481,139
10.52409088,-44.88549194,0.31788773,140
3.36531555,-40.87165222,1.27783865,148
3.14852631,-57.88425658,1.8384673,152
2.86227905,-57.6058409,1.86605042,153
2.58501923,-57.60313258,1.90128392,153
-5.10283506,-41.75907288,2.18828553,155
2.48190033,-48.47902832,11.09517998,230
1.92962372,-45.70510254,10.27549881,223
1.59094727,-45.90647278,10.38845581,224
-4.07288588,-43.36119995,10.4631781,225
-5.344046,-40.91910706,3.10045713,163
-3.63044203,-46.23949585,4.41391081,174
-3.68470228,-46.02202759,4.39712328,174
-0.64715088,-31.01905975,2.49626416,158
-1.02412689,-31.35190735,2.57110852,159
1.94353973,-44.2072998,12.03952736,238
8.27091705,-54.70275316,5.16426939,180
4.13025391,-58.19022212,6.19942278,189
-3.67342604,-45.89859161,5.47879309,183
-1.59613312,-31.42066345,3.21476358,164
11.66128265,-56.12403331,6.34891695,190
9.42005646,-57.47143004,6.89039225,195
8.40100586,-55.2516118,6.64148993,193
7.01531708,-55.22011814,6.82051844,194
3.00178253,-47.95670471,6.08375353,188
1.01259338,-46.24189148,6.04233831,188
-0.81562317,-53.81207476,7.59565872,201
-2.82326782,-48.11865387,6.86476702,195
-2.90455091,-47.92257843,6.84051126,195
-3.66003645,-45.73230896,6.5561809,192
-0.97503937,-31.2439209,3.68927759,168
-1.26768768,-30.02261505,3.51270861,167
7.14596283,-59.29416822,5.99383158,187
3.0757724,-49.99517975,5.17886347,181
0.98837006,-59.33765207,6.70829386,193
-2.33137787,-32.76636658,3.4343347,166
-2.71737135,-29.70683441,3.06022924,163
-3.45798719,-31.1594635,3.34757322,165
-2.8333,-29.46291504,3.04080862,162
13.73714935,-58.45961604,6.68281549,193
12.83631622,-55.34685717,6.2399959,189
12.60138428,-58.22398589,6.76179022,194
11.6001712,-56.24320445,6.5257482,192
2.79271423,-47.35643158,5.96515554,187
1.91111481,-43.62978516,5.42081541,183
-2.17866791,-50.02396545,7.02640385,196
-2.33408583,-49.56205139,6.96562714,196
-3.01468885,-47.60608826,6.71139616,193
-3.08848036,-47.39876709,6.68418688,193
